counter,loop_timer,x_target,teensy_time,acceleration,position,pressure
0,1706192644.0401433,1,10649,-0.1266499999999997,0,0.0
19945,1706192644.055204,0.9933333333333333,10664,-0.1266499999999997,0,0.0
33732,1706192644.0704653,0.9866666666666666,10679,-0.1266499999999997,0,0.0
55868,1706192644.0861158,0.9799999999999999,10694,-0.1266499999999997,0,0.0
90271,1706192644.1011338,0.9733333333333332,10709,-0.1266499999999997,0,0.0
127437,1706192644.1174166,0.9666666666666665,10728,-0.1266499999999997,0,0.0
138601,1706192644.1360168,0.9599999999999997,10743,-0.11664999999999992,0,0.0
178800,1706192644.1517947,0.953333333333333,10757,-0.03664999999999985,0,0.0
237721,1706192644.1698654,0.9466666666666663,10773,1.05335,0,0.06837606837606838
280074,1706192644.18502,0.9399999999999996,10788,-0.09664999999999857,0,0.23687423687423687
306119,1706192644.2006822,0.9333333333333329,10803,-0.3766499999999997,0,0.46153846153846156
345474,1706192644.2181463,0.9266666666666662,10818,-0.08664999999999878,0,0.6349206349206349
377858,1706192644.2338982,0.9199999999999995,10833,-0.3966499999999993,0,0.9572649572649573
385908,1706192644.250709,0.9133333333333328,10848,-0.19665,0,1.26007326007326
396507,1706192644.265857,0.9066666666666661,10873,-0.23664999999999914,0,1.575091575091575
430167,1706192644.284015,0.8999999999999994,10887,0.40335000000000143,0,2.153846153846154
476070,1706192644.3018496,0.8933333333333326,10901,0.7433500000000013,0,2.415140415140415
517080,1706192644.3172812,0.8866666666666659,10916,-0.05664999999999942,0,2.6886446886446884
567656,1706192644.333968,0.8799999999999992,10931,-0.8066499999999994,0,2.9572649572649574
603264,1706192644.351584,0.8733333333333325,10946,-1.2566499999999987,0,3.2161172161172162
649293,1706192644.369627,0.8666666666666658,10961,-0.40664999999999907,0,3.484737484737485
701356,1706192644.3863575,0.8599999999999991,10976,-0.7866499999999998,0,3.7191697191697193
737052,1706192644.4030247,0.8533333333333324,10990,0.173350000000001,0,3.9609279609279606
785572,1706192644.4198163,0.8466666666666657,11006,-0.24664999999999893,0,4.1953601953601956
815136,1706192644.4349535,0.839999999999999,11021,0.8333500000000011,0,4.454212454212454
864963,1706192644.4506426,0.8333333333333323,11036,-0.7066499999999998,0,4.673992673992674
915697,1706192644.4673154,0.8266666666666656,11051,0.5733500000000014,0,4.893772893772893
967755,1706192644.4839764,0.8199999999999988,11066,0.4833499999999997,0,5.101343101343101
1026809,1706192644.5006182,0.8133333333333321,11081,1.0833500000000011,0,5.282051282051282
1086034,1706192644.5172834,0.8066666666666654,11096,0.6433499999999999,0.009999999999999995,5.4261294261294255
1144646,1706192644.5339546,0.7999999999999987,11111,0.20335000000000036,0.009999999999999995,5.575091575091575
1176159,1706192644.550565,0.793333333333332,11126,1.22335,0.009999999999999995,5.694749694749694
1233991,1706192644.5672972,0.7866666666666653,11140,1.55335,0.009999999999999995,5.7997557997558005
1293447,1706192644.5839982,0.7799999999999986,11155,1.2733500000000006,0.009999999999999995,5.897435897435898
1344156,1706192644.600622,0.7733333333333319,11170,0.173350000000001,0.009999999999999995,5.978021978021978
1387666,1706192644.6172745,0.7666666666666652,11185,0.5933500000000009,0.009999999999999995,6.061050061050061
1441842,1706192644.6339355,0.7599999999999985,11201,-0.34664999999999857,0.020000000000000004,6.136752136752137
1465715,1706192644.6505919,0.7533333333333317,11216,0.5133500000000009,0.020000000000000004,6.180708180708181
1521018,1706192644.667266,0.746666666666665,11231,1.1533500000000014,0.020000000000000004,6.236874236874237
1545402,1706192644.6839628,0.7399999999999983,11246,0.46335000000000015,0.020000000000000004,6.2905982905982905
1583443,1706192644.7006173,0.7333333333333316,11261,0.26335000000000086,0.020000000000000004,6.336996336996337
1609544,1706192644.7172463,0.7266666666666649,11276,-0.21664999999999957,0.020000000000000004,6.378510378510378
1639336,1706192644.7339454,0.7199999999999982,11290,0.8233500000000014,0.020000000000000004,6.415140415140415
1695290,1706192644.750569,0.7133333333333315,11305,-0.6366499999999995,0.030000000000000013,6.454212454212454
1750403,1706192644.7672281,0.7066666666666648,11320,-0.9766499999999994,0.030000000000000013,6.454212454212454
1778592,1706192644.7862933,0.6999999999999981,11335,-1.5666499999999992,0.030000000000000013,6.493284493284493
1795606,1706192644.8015816,0.6933333333333314,11351,-0.3066499999999994,0.039999999999999994,6.512820512820513
1833336,1706192644.8172529,0.6866666666666646,11366,-1.9566499999999998,0.039999999999999994,6.534798534798535
1883780,1706192644.8338997,0.6799999999999979,11381,1.22335,0.039999999999999994,6.537240537240537
1933523,1706192644.850614,0.6733333333333312,11396,-0.69665,0.05,6.571428571428571
1987905,1706192644.8672066,0.6666666666666645,11411,0.10335000000000072,0.05,6.576312576312576
2039380,1706192644.8839521,0.6599999999999978,11426,-2.24665,0.05,6.5787545787545785
2085792,1706192644.9006155,0.6533333333333311,11440,-1.9566499999999998,0.06000000000000001,6.5787545787545785
2129342,1706192644.9172132,0.6466666666666644,11455,1.5233500000000006,0.06000000000000001,6.5787545787545785
2180180,1706192644.933862,0.6399999999999977,11470,2.683350000000001,0.06999999999999999,6.581196581196581
2211761,1706192644.9504933,0.633333333333331,11485,-1.406649999999999,0.06999999999999999,6.576312576312576
2265030,1706192644.9672034,0.6266666666666643,11501,1.7833500000000004,0.08,6.5787545787545785
2318790,1706192644.9838734,0.6199999999999976,11516,0.013350000000000861,0.08,6.5787545787545785
2376211,1706192645.0004992,0.6133333333333308,11531,0.3533500000000007,0.09000000000000001,6.598290598290598
2407013,1706192645.0171714,0.6066666666666641,11546,2.22335,0.09999999999999999,6.5787545787545785
2464713,1706192645.0338697,0.5999999999999974,11561,-0.7966499999999996,0.09999999999999999,6.576312576312576
2523754,1706192645.0505078,0.5933333333333307,11576,-0.42664999999999864,0.11,6.5787545787545785
2572998,1706192645.0671785,0.586666666666664,11590,1.1633500000000012,0.12000000000000001,6.5787545787545785
2627767,1706192645.083822,0.5799999999999973,11605,-1.1066500000000001,0.12000000000000001,6.5787545787545785
2683870,1706192645.100503,0.5733333333333306,11620,-0.05664999999999942,0.13,6.576312576312576
2735795,1706192645.1171718,0.5666666666666639,11636,0.6533500000000014,0.14,6.5787545787545785
2782968,1706192645.133816,0.5599999999999972,11651,-0.046649999999999636,0.15000000000000002,6.576312576312576
2808760,1706192645.150504,0.5533333333333305,11666,-0.7166499999999996,0.15000000000000002,6.581196581196581
2863992,1706192645.167138,0.5466666666666637,11681,-0.7366499999999991,0.16000000000000003,6.5787545787545785
2889993,1706192645.1838155,0.539999999999997,11696,2.413350000000001,0.17000000000000004,6.5787545787545785
2936330,1706192645.2005038,0.5333333333333303,11711,0.4933500000000013,0.18,6.5787545787545785
2963729,1706192645.2171721,0.5266666666666636,11726,-2.3066499999999994,0.18,6.5787545787545785
3011046,1706192645.2338252,0.5199999999999969,11740,-0.08664999999999878,0.19,6.5787545787545785
3059097,1706192645.2505515,0.5133333333333302,11755,0.8533500000000007,0.2,6.5787545787545785
3106944,1706192645.2671914,0.5066666666666635,11770,-0.5666499999999992,0.21000000000000002,6.576312576312576
3157361,1706192645.2838678,0.49999999999999684,11786,-0.3666499999999999,0.22000000000000003,6.5787545787545785
3185294,1706192645.300401,0.4933333333333302,11801,0.5333500000000004,0.24,6.537240537240537
3242216,1706192645.3171227,0.4866666666666635,11816,-2.326649999999999,0.25,6.5396825396825395
3295590,1706192645.3337631,0.4799999999999969,11831,-0.1266499999999997,0.26,6.537240537240537
3324691,1706192645.3504598,0.4733333333333302,11846,-0.5066499999999987,0.27,6.52991452991453
3380551,1706192645.3671114,0.46666666666666357,11861,-0.4366500000000002,0.27,6.537240537240537
3427525,1706192645.383779,0.4599999999999969,11886,-0.7366499999999991,0.29000000000000004,6.537240537240537
3475274,1706192645.4004295,0.45333333333333026,11900,-1.2266499999999994,0.3,6.537240537240537
3523503,1706192645.4171147,0.4466666666666636,11914,0.08335000000000115,0.31,6.5396825396825395
3549786,1706192645.4336855,0.43999999999999695,11929,1.7333499999999997,0.31,6.537240537240537
3606965,1706192645.450441,0.4333333333333303,11944,0.5433500000000002,0.32,6.537240537240537
3660413,1706192645.4670825,0.42666666666666364,11959,-0.8866499999999995,0.32,6.537240537240537
3660413,1706192645.4855528,0.419999999999997,11973,-0.076649999999999,0.33,6.534798534798535
3660413,1706192645.5020337,0.41333333333333033,11988,-0.2666500000000003,0.34,6.5396825396825395
3660413,1706192645.5188186,0.4066666666666637,12003,-1.156649999999999,0.36,6.5396825396825395
3660413,1706192645.535858,0.399999999999997,12018,-0.1266499999999997,0.36,6.5396825396825395
3672137,1706192645.5518231,0.39333333333333037,12033,0.13335000000000008,0.41000000000000003,6.534798534798535
3719941,1706192645.5671053,0.3866666666666637,12049,-0.29664999999999964,0.43000000000000005,6.534798534798535
3719941,1706192645.6004322,0.37999999999999706,12064,-1.3066499999999994,0.44000000000000006,6.537240537240537
