counter,loop_timer,x_target,teensy_time,acceleration,position,pressure
0,1706193026.444502,1,14656,0.7966499999999996,0,0.0
0,1706193026.459656,1,14671,0.9166499999999989,0,0.0
0,1706193026.4755979,1,14686,0.08664999999999878,0,0.0
6335,1706193026.491127,0.9933333333333333,14701,0.3066499999999994,0,0.0
12933,1706193026.506295,0.9866666666666666,14716,0.9066499999999991,0,0.0
27679,1706193026.5239098,0.9799999999999999,14732,0.20664999999999978,0,0.0
62997,1706193026.5427556,0.9733333333333332,14747,0.29664999999999964,0,0.0
98386,1706193026.5582492,0.9666666666666665,14761,0.326649999999999,0,0.0
110723,1706193026.573958,0.9599999999999997,14777,0.4566499999999998,0,0.0
126824,1706193026.589881,0.953333333333333,14792,1.0366499999999998,0,0.0
132351,1706193026.605498,0.9466666666666663,14807,0.3366499999999988,0,0.0
137450,1706193026.6239064,0.9399999999999996,14822,0.40664999999999907,0,0.0
149246,1706193026.6405737,0.9333333333333329,14837,0.4566499999999998,0,0.0
161696,1706193026.657255,0.9266666666666662,14852,0.48664999999999914,0,0.0
185809,1706193026.673885,0.9199999999999995,14867,0.046649999999999636,0,0.0
198475,1706193026.6905768,0.9133333333333328,14882,0.46664999999999957,0,0.0
225212,1706193026.7072215,0.9066666666666661,14897,0.7866499999999998,0,0.0
267632,1706193026.725888,0.8999999999999994,14911,1.1366499999999995,0,0.0
314708,1706193026.7427142,0.8933333333333326,14926,0.16664999999999885,0,0.0
352905,1706193026.75959,0.8866666666666659,14941,0.14664999999999928,0,0.0
412820,1706193026.7756507,0.8799999999999992,14956,0.3166499999999992,0,0.0
471665,1706193026.7921436,0.8733333333333325,14972,0.7466499999999989,0,0.0
508577,1706193026.80716,0.8666666666666658,14987,0.9666499999999996,0,0.0
565714,1706193026.8256083,0.8599999999999991,15002,0.29664999999999964,0,0.0
620817,1706193026.8421037,0.8533333333333324,15027,0.35665000000000013,0,0.0
670335,1706193026.8588586,0.8466666666666657,15041,-0.0033500000000010743,0,0.0
717538,1706193026.87551,0.839999999999999,15053,-0.0033500000000010743,0,0.0
746304,1706193026.8905141,0.8333333333333323,15070,0.9066499999999991,0,0.0
806180,1706193026.9098032,0.8266666666666656,15085,0.2566499999999987,0,0.0
844630,1706193026.9260437,0.8199999999999988,15100,0.3166499999999992,0,0.0
860668,1706193026.941564,0.8133333333333321,15115,0.5366499999999998,0,0.0
902759,1706193026.9597266,0.8066666666666654,15129,1.2066499999999998,0,0.0
923814,1706193026.9757197,0.7999999999999987,15145,0.8666499999999999,0,0.0
965984,1706193026.9915373,0.793333333333332,15160,0.1266499999999997,0,0.0
983023,1706193027.009632,0.7866666666666653,15175,0.42664999999999864,0,0.0
1010798,1706193027.0247838,0.7799999999999986,15190,0.6066500000000001,0,0.0
1036413,1706193027.0405278,0.7733333333333319,15205,1.0366499999999998,0,0.0
1064988,1706193027.0559042,0.7666666666666652,15220,0.9266499999999986,0,0.0
1089874,1706193027.0737665,0.7599999999999985,15235,0.026650000000000063,0,0.0
1139514,1706193027.092373,0.7533333333333317,15250,0.4366500000000002,0,0.0
1160000,1706193027.1081393,0.746666666666665,15265,0.6166499999999999,0,0.0
1198999,1706193027.1237833,0.7399999999999983,15280,0.8466499999999986,0,0.0
1259799,1706193027.1421342,0.7333333333333316,15294,1.3166499999999992,0,0.0
1290525,1706193027.1580687,0.7266666666666649,15310,0.076649999999999,0,0.0
1351212,1706193027.1754699,0.7199999999999982,15325,0.23664999999999914,0,0.0
1351212,1706193027.1922653,0.7133333333333315,15340,0.44665,0,0.0
1351212,1706193027.2141333,0.7066666666666648,15355,0.5366499999999998,0,0.0
1355611,1706193027.2292392,0.6999999999999981,15370,1.0166500000000003,0,0.0
1366482,1706193027.2445023,0.6933333333333314,15383,1.0166500000000003,0,0.0
1372142,1706193027.260182,0.6866666666666646,15400,0.5966499999999986,0,0.0
1418217,1706193027.275271,0.6799999999999979,15414,1.1866500000000002,0,0.0
1475528,1706193027.2920065,0.6733333333333312,15430,0.1866500000000002,0,0.0
1530698,1706193027.3085957,0.6666666666666645,15445,0.41664999999999885,0,0.0
1584476,1706193027.3252654,0.6599999999999978,15460,0.6766499999999986,0,0.0
1635281,1706193027.341978,0.6533333333333311,15475,0.46664999999999957,0,0.0
1691041,1706193027.3586514,0.6466666666666644,15490,0.026650000000000063,0,0.0
1712447,1706193027.3737195,0.6399999999999977,15505,0.23664999999999914,0,0.0
1758946,1706193027.3903732,0.633333333333331,15520,0.3866499999999995,0,0.0
