counter,loop_timer,x_target,teensy_time,acceleration,position,pressure
0,1706189180.91564,2,4400,-0.10665000000000013,0.009999999999999995,2
12626,1706189180.931335,1.9933333333333334,4415,-0.11664999999999992,0.009999999999999995,1
93150,1706189180.9468899,1.9866666666666668,4430,-0.10665000000000013,0.009999999999999995,1
157229,1706189180.9625788,1.9800000000000002,4445,-0.10665000000000013,0.009999999999999995,1
209706,1706189180.978202,1.9733333333333336,4460,-0.11664999999999992,0.009999999999999995,1
271499,1706189180.9938283,1.966666666666667,4475,-0.10665000000000013,0.009999999999999995,1
323334,1706189181.0093927,1.9600000000000004,4490,-0.10665000000000013,0.009999999999999995,0
348670,1706189181.0250204,1.9533333333333338,4505,-0.10665000000000013,0.009999999999999995,1
384433,1706189181.0406437,1.9466666666666672,4520,-0.11664999999999992,0.009999999999999995,1
445312,1706189181.056313,1.9400000000000006,4535,-0.10665000000000013,0.009999999999999995,0
474090,1706189181.0718925,1.933333333333334,4550,-0.09664999999999857,0.009999999999999995,1
524409,1706189181.0875325,1.9266666666666674,4565,-0.09664999999999857,0.009999999999999995,0
577110,1706189181.1031425,1.9200000000000008,4580,-0.10665000000000013,0.009999999999999995,0
626762,1706189181.1187654,1.9133333333333342,4595,-0.10665000000000013,0.009999999999999995,1
642028,1706189181.1344075,1.9066666666666676,4610,-0.09664999999999857,0.009999999999999995,0
664375,1706189181.150033,1.900000000000001,4625,-0.10665000000000013,0.009999999999999995,1
694006,1706189181.16565,1.8933333333333344,4640,-0.10665000000000013,0.009999999999999995,1
730692,1706189181.181265,1.8866666666666678,4655,-0.10665000000000013,0.009999999999999995,0
770630,1706189181.1968923,1.8800000000000012,4670,-0.09664999999999857,0.009999999999999995,0
803527,1706189181.2125156,1.8733333333333346,4685,-0.11664999999999992,0.009999999999999995,1
842910,1706189181.228152,1.866666666666668,4700,-0.08664999999999878,0.009999999999999995,1
867418,1706189181.2437656,1.8600000000000014,4715,-0.11664999999999992,0.009999999999999995,0
