counter,loop_timer,x_target,teensy_time,acceleration,position,pressure
0,1706192337.2571225,1,38180,-0.08664999999999878,0,-1
0,1706192337.2728114,1,38195,-0.1266499999999997,0,-2
0,1706192337.2898824,1,38210,-0.0066499999999987125,0,0
12509,1706192337.3090274,0.9933333333333333,38225,-0.14664999999999928,0,-1
29659,1706192337.3257353,0.9866666666666666,38240,-0.076649999999999,0,0
67444,1706192337.342384,0.9799999999999999,38256,-0.14664999999999928,0,0
105598,1706192337.3589902,0.9733333333333332,38270,-0.03664999999999985,0,0
130330,1706192337.375665,0.9666666666666665,38285,0.5733500000000014,0,0
174870,1706192337.392353,0.9599999999999997,38300,0.6333500000000001,0,27
191752,1706192337.4073756,0.953333333333333,38326,0.423350000000001,0,95
191752,1706192337.4227667,0.9466666666666663,38339,-0.28664999999999985,0,283
196519,1706192337.4379811,0.9399999999999996,38354,-0.22664999999999935,0,404
201217,1706192337.454211,0.9333333333333329,38368,0.05335000000000001,0,524
209898,1706192337.469223,0.9266666666666662,38383,-0.06664999999999921,0,641
260574,1706192337.4944773,0.9199999999999995,38398,-0.7766500000000001,0,760
281548,1706192337.5100071,0.9133333333333328,38413,0.07335000000000136,0,886
329389,1706192337.5261211,0.9066666666666661,38428,0.33335000000000115,0,1006
368411,1706192337.542956,0.8999999999999994,38443,0.15335000000000143,0.009999999999999995,1126
417996,1706192337.558953,0.8933333333333326,38459,0.8933499999999999,0.009999999999999995,1236
479011,1706192337.577284,0.8866666666666659,38473,1.7033500000000004,0.009999999999999995,1357
508935,1706192337.592327,0.8799999999999992,38488,1.6933500000000006,0.009999999999999995,1466
543051,1706192337.6089976,0.8733333333333325,38503,0.05335000000000001,0.009999999999999995,1578
568417,1706192337.625656,0.8666666666666658,38519,1.88335,0.009999999999999995,1689
599248,1706192337.6423156,0.8599999999999991,38534,1.2033500000000004,0.009999999999999995,1803
619659,1706192337.658973,0.8533333333333324,38549,2.343350000000001,0.009999999999999995,1904
664592,1706192337.676211,0.8466666666666657,38564,1.5833500000000011,0.009999999999999995,1999
714331,1706192337.6922843,0.839999999999999,38579,0.9133500000000012,0.009999999999999995,2080
740862,1706192337.7089376,0.8333333333333323,38594,0.9533500000000004,0.009999999999999995,2153
768163,1706192337.7256613,0.8266666666666656,38609,0.22334999999999994,0.020000000000000004,2222
