counter,loop_timer,x_target,teensy_time,acceleration,position,pressure
0,1706189342.232428,2,5044,-0.11664999999999992,0,1
0,1706189342.2481112,2,5059,-0.09664999999999857,0,1
28449,1706189342.263704,1.9933333333333334,5074,-0.06664999999999921,0,0
89576,1706189342.2794003,1.9866666666666668,5089,-0.20664999999999978,0,1
155111,1706189342.294978,1.9800000000000002,5104,-0.2566499999999987,0,0
225074,1706189342.310613,1.9733333333333336,5119,-0.11664999999999992,0,1
257004,1706189342.3262534,1.966666666666667,5134,-0.026650000000000063,0,0
297189,1706189342.3418083,1.9600000000000004,5149,-0.10665000000000013,0,1
340676,1706189342.3574297,1.9533333333333338,5164,-0.10665000000000013,0,0
368184,1706189342.373104,1.9466666666666672,5179,-0.1266499999999997,0,1
396417,1706189342.3887277,1.9400000000000006,5194,-0.14664999999999928,0.009999999999999995,1
450205,1706189342.40432,1.933333333333334,5209,-0.11664999999999992,0,0
480599,1706189342.4199374,1.9266666666666674,5224,-0.06664999999999921,0,0
538707,1706189342.435555,1.9200000000000008,5239,-0.09664999999999857,0.009999999999999995,0
587373,1706189342.4512265,1.9133333333333342,5254,-0.14664999999999928,0.009999999999999995,1
649746,1706189342.4798052,1.9066666666666676,5269,-0.1866500000000002,0.009999999999999995,0
662952,1706189342.495424,1.900000000000001,5284,-0.16664999999999885,0.009999999999999995,0
679373,1706189342.511028,1.8933333333333344,5299,-0.10665000000000013,0.009999999999999995,1
695931,1706189342.526687,1.8866666666666678,5314,-0.14664999999999928,0,0
734878,1706189342.5423286,1.8800000000000012,5329,-0.15664999999999907,0,1
776809,1706189342.5579042,1.8733333333333346,5344,-0.22664999999999935,0.009999999999999995,0
805365,1706189342.5735283,1.866666666666668,5359,-0.10665000000000013,0.009999999999999995,1
