counter,loop_timer,x_target,teensy_time,acceleration,position,pressure
0,1706189049.3310616,2,11523,-0.29664999999999964,0,0
2711,1706189049.346673,1.9933333333333334,11538,-0.076649999999999,0,0
45641,1706189049.3623707,1.9866666666666668,11553,-0.06664999999999921,0,0
116568,1706189049.3779912,1.9800000000000002,11568,-0.1266499999999997,0,0
177019,1706189049.3936152,1.9733333333333336,11583,-0.11664999999999992,0,0
212616,1706189049.4092393,1.966666666666667,11598,0.08335000000000115,0,0
240789,1706189049.4247968,1.9600000000000004,11613,-0.016650000000000276,0,-1
281011,1706189049.440444,1.9533333333333338,11628,-0.29664999999999964,0,-1
322093,1706189049.4560487,1.9466666666666672,11643,-0.2666500000000003,0,0
355183,1706189049.4717205,1.9400000000000006,11658,-0.1266499999999997,0,0
378241,1706189049.4873059,1.933333333333334,11673,-0.016650000000000276,0,0
422969,1706189049.5029337,1.9266666666666674,11688,-0.026650000000000063,0,0
476448,1706189049.5185592,1.9200000000000008,11703,-0.10665000000000013,0,-1
505414,1706189049.5341756,1.9133333333333342,11718,-0.16664999999999885,0,0
538472,1706189049.549817,1.9066666666666676,11733,-0.15664999999999907,0,0
587874,1706189049.5655487,1.900000000000001,11748,-0.08664999999999878,0,0
605241,1706189049.5810606,1.8933333333333344,11763,-0.046649999999999636,0,-1
621070,1706189049.5967178,1.8866666666666678,11778,-0.09664999999999857,0,0
665479,1706189049.612351,1.8800000000000012,11793,-0.1366499999999995,0,0
708632,1706189049.6279347,1.8733333333333346,11808,-0.11664999999999992,0,0
736332,1706189049.643596,1.866666666666668,11823,-0.09664999999999857,0,0
779152,1706189049.659184,1.8600000000000014,11838,-0.10665000000000013,0,0
