counter,loop_timer,x_target,teensy_time,acceleration,position,pressure
0,1706192924.848829,1,12142,0.11664999999999992,0,0.0
0,1706192924.8644643,1,12157,0.09664999999999857,0,0.0
0,1706192924.8829627,1,12172,0.10665000000000013,0,0.0
639,1706192924.8988397,0.9933333333333333,12187,0.10665000000000013,0,0.0
7828,1706192924.9157476,0.9866666666666666,12202,0.10665000000000013,0,0.0
22608,1706192924.9324393,0.9799999999999999,12221,0.076649999999999,0,0.0
26705,1706192924.9478147,0.9733333333333332,12236,0.09664999999999857,0,0.0
31747,1706192924.9654236,0.9666666666666665,12251,-0.09335000000000093,0,0.0
51123,1706192924.982049,0.9599999999999997,12266,-0.30335,0,0.021978021978021976
93729,1706192924.9992342,0.953333333333333,12280,-0.4333500000000008,0,0.14652014652014653
122655,1706192925.0174801,0.9466666666666663,12295,0.16664999999999885,0,0.33455433455433453
174681,1706192925.0344105,0.9399999999999996,12310,0.19665,0,0.5714285714285714
217730,1706192925.049715,0.9333333333333329,12325,0.42664999999999864,0,0.8156288156288156
235349,1706192925.065013,0.9266666666666662,12341,0.1266499999999997,0,1.0158730158730158
241574,1706192925.0801275,0.9199999999999995,12356,-0.6333500000000001,0,1.264957264957265
241960,1706192925.0953689,0.9133333333333328,12371,-0.013350000000000861,0,1.5335775335775337
246360,1706192925.1113715,0.9066666666666661,12386,-0.6533500000000014,0,1.8217338217338217
254821,1706192925.12708,0.8999999999999994,12401,0.8866499999999995,0,2.144078144078144
273185,1706192925.1421702,0.8933333333333326,12416,1.5166500000000003,0,2.3833943833943834
350593,1706192925.1654232,0.8866666666666659,12431,1.2066499999999998,0,2.595848595848596
368982,1706192925.1820672,0.8799999999999992,12446,0.06664999999999921,0,2.83028083028083
